Raf	Mek	Plcg	PIP2	PIP3	Erk	Akt	PKA	PKC	P38	Jnk
1.957	1.562	0.949	0.000	0.292	0.903	1.155	2.516	1.176	1.468	1.167
1.930	1.212	0.500	0.037	0.840	1.805	2.253	2.953	0.640	1.155	1.890
1.805	1.438	0.660	0.246	1.188	0.535	1.297	2.559	1.566	1.918	1.456
1.045	1.265	0.809	0.004	1.281	1.301	1.582	2.566	1.446	1.734	1.582
1.871	1.453	1.061	0.629	1.217	2.152	2.281	2.668	0.413	1.037	1.840
1.942	1.621	0.000	0.433	0.992	1.480	1.801	2.598	0.000	2.025	1.000
1.949	1.387	0.418	0.332	0.664	0.816	1.407	1.403	1.167	1.617	0.781
2.083	1.890	0.550	0.000	1.161	0.820	1.286	2.820	1.418	1.629	1.155
1.801	1.441	1.017	1.324	1.555	0.856	1.660	3.133	0.758	1.691	2.152
1.805	1.489	0.691	0.009	1.076	1.926	2.176	2.656	1.574	1.844	1.629
1.886	1.520	0.715	0.610	1.223	1.114	1.512	2.644	1.403	1.703	1.360
0.961	0.938	0.769	0.914	1.324	1.579	1.883	2.836	1.364	1.543	1.238
1.711	1.301	0.832	0.004	1.076	1.000	1.468	2.613	1.328	1.520	1.305
1.863	1.403	1.173	0.668	1.684	0.672	1.344	2.679	1.446	1.640	0.890
1.973	1.543	0.742	0.276	0.719	1.656	2.149	2.965	1.394	1.731	1.477
1.691	1.403	0.840	0.057	1.155	1.090	1.579	2.894	1.473	1.875	1.539
1.640	1.270	0.453	0.004	1.155	1.387	1.758	2.949	0.797	0.391	0.571
1.746	1.524	0.000	0.824	0.871	1.310	1.602	2.785	1.477	1.664	1.029
1.793	1.364	0.547	0.446	1.593	1.053	1.196	2.602	0.446	1.543	1.824
1.715	1.446	1.250	1.922	1.676	1.508	2.025	3.141	1.161	1.433	1.137
1.477	0.883	0.918	0.742	1.276	1.352	1.508	2.508	1.352	1.632	1.391
0.973	1.430	1.140	0.391	1.212	1.190	1.430	2.375	1.057	1.310	1.274
1.582	1.207	1.164	0.188	1.378	1.473	1.684	2.480	1.292	1.769	1.473
1.824	1.441	0.149	0.004	1.449	1.312	1.543	2.367	0.859	1.672	2.207
1.582	1.286	1.021	0.446	1.223	1.223	1.496	2.856	1.111	1.528	0.980
1.528	1.124	0.617	0.000	1.236	1.276	1.574	2.574	0.000	1.824	1.130
1.179	1.236	0.820	0.286	1.215	1.422	1.644	2.449	0.504	1.246	1.707
1.781	1.360	0.957	0.004	0.407	1.336	1.617	2.367	1.124	1.582	1.037
1.504	1.111	0.801	0.593	0.797	1.727	2.009	2.957	1.508	1.805	2.029
1.883	1.617	0.769	0.711	1.111	1.793	2.068	2.648	1.104	1.375	0.585
1.703	1.382	0.590	0.719	1.422	1.621	2.009	2.890	0.988	1.480	1.093
1.742	1.274	0.781	0.777	1.143	1.465	1.781	2.648	1.130	1.477	0.832
1.824	1.301	1.061	0.617	1.000	0.738	1.328	2.625	1.041	1.555	1.918
1.625	1.516	0.356	0.516	1.391	1.629	2.093	3.098	1.559	1.879	2.029
1.582	1.297	1.173	0.000	0.762	0.660	1.582	2.758	1.320	1.719	1.230
1.820	1.274	0.000	0.225	1.190	1.079	1.230	2.621	1.061	1.465	0.883
1.750	1.320	0.871	0.000	1.276	1.037	1.433	2.652	1.290	1.484	0.985
2.243	1.996	0.903	0.820	0.398	1.571	1.820	2.742	1.292	1.473	1.449
1.243	1.484	1.121	0.516	1.312	1.143	1.305	2.433	0.926	1.398	1.945
1.914	1.636	0.270	0.000	1.121	1.297	1.738	3.336	1.049	1.253	0.942
1.719	0.973	0.204	0.668	1.021	1.083	1.640	2.676	1.230	1.465	1.068
1.253	1.225	0.985	0.906	1.155	1.286	1.500	2.851	1.367	1.676	1.301
1.644	1.246	0.562	0.000	1.382	1.265	1.762	2.922	1.480	1.668	0.933
1.820	1.364	0.489	0.090	1.356	1.453	1.742	2.992	0.828	1.562	1.910
1.258	1.276	0.969	0.243	1.004	1.332	1.579	2.407	0.746	1.104	0.699
1.894	1.312	0.468	0.493	1.446	1.152	1.461	2.695	0.953	1.441	1.918
0.848	1.290	0.961	0.025	1.117	1.124	1.480	2.851	1.449	1.648	1.041
1.851	1.422	0.504	0.449	0.167	1.449	1.672	2.539	1.394	1.617	1.524
1.236	1.371	0.605	0.149	1.378	1.281	1.531	2.427	0.774	1.199	1.938
1.942	1.484	1.013	0.196	1.270	1.427	1.602	2.524	1.520	1.863	1.535
1.547	1.324	1.161	0.045	0.820	1.053	1.484	2.965	1.100	1.579	0.836
1.871	1.407	0.465	0.004	1.185	0.610	1.550	2.688	0.867	1.441	1.766
1.660	1.292	0.809	0.766	1.072	0.574	1.364	2.769	1.265	1.636	1.879
1.750	1.215	0.933	0.652	0.699	1.230	2.104	2.992	1.188	1.480	1.111
1.754	1.508	0.004	0.000	0.243	0.566	1.152	2.652	1.072	1.512	0.836
1.524	1.742	0.731	0.640	1.009	1.371	1.679	2.500	1.332	1.664	0.980
1.903	1.727	1.013	0.076	1.104	1.528	1.754	2.364	1.382	1.691	1.236
1.938	1.769	0.734	0.468	1.093	1.276	1.520	2.679	1.262	1.547	0.851
1.625	1.336	1.117	1.161	1.009	1.531	1.828	2.520	1.461	1.746	1.281
1.679	1.473	1.057	0.836	1.076	1.258	1.473	2.413	0.890	1.332	0.715
0.516	0.879	0.781	0.610	1.061	1.477	1.938	3.027	1.281	1.644	1.250
1.468	0.926	0.898	0.155	1.164	0.750	1.378	2.809	1.250	1.516	1.225
1.605	1.360	0.161	0.004	0.723	1.398	1.574	2.550	1.520	1.805	1.528
1.914	1.949	0.391	0.004	1.072	1.161	1.520	2.785	1.207	1.508	1.297
1.617	1.456	0.840	0.375	0.695	1.489	1.789	2.805	1.057	1.367	0.742
1.004	1.422	0.449	0.000	1.217	1.364	1.707	2.746	1.550	1.890	1.582
1.863	1.504	0.699	0.000	1.017	1.360	1.664	2.477	0.703	1.413	1.851
1.742	1.883	0.910	0.456	1.207	0.953	1.418	2.711	1.403	1.684	1.057
1.734	1.215	1.086	0.049	0.953	1.061	1.593	2.574	1.378	1.550	1.190
1.754	1.274	0.738	0.270	0.957	0.957	1.320	2.742	0.000	1.520	1.903
1.559	1.648	1.528	2.167	1.820	1.262	1.461	2.274	0.371	1.270	1.828
1.871	1.375	0.973	0.777	0.903	1.571	1.805	2.980	0.656	1.199	1.953
1.336	1.566	0.610	0.000	1.364	1.543	1.797	2.579	1.524	1.856	1.262
1.945	1.632	1.057	2.223	1.621	1.305	1.602	2.508	1.117	1.493	0.985
1.820	1.286	1.033	0.000	1.223	1.143	1.582	2.407	1.207	1.480	1.049
1.832	1.516	0.336	0.004	0.848	0.992	1.559	2.789	1.430	1.605	0.961
1.571	1.185	1.276	1.364	1.281	1.199	1.524	2.453	1.441	1.508	1.130
1.863	1.617	0.468	0.394	0.711	1.715	2.004	2.949	1.433	1.797	1.274
1.812	1.636	0.785	0.000	1.453	1.000	1.360	2.691	1.086	1.413	0.820
1.550	1.161	0.695	0.746	0.715	0.840	1.621	1.816	1.348	1.734	1.555
1.017	0.992	0.774	0.000	1.223	1.449	1.695	2.520	0.797	1.387	1.021
1.930	1.312	0.480	0.029	1.230	0.903	1.364	2.500	1.691	1.836	1.204
1.805	1.535	0.524	0.000	1.155	1.176	1.805	2.969	0.000	1.301	1.832
0.559	0.332	0.391	0.562	1.021	1.582	1.969	3.313	1.137	1.215	0.980
1.598	1.310	0.691	0.004	0.926	1.134	1.418	2.134	0.543	1.100	1.793
1.640	1.097	0.559	0.430	0.828	0.785	1.449	2.766	1.484	1.691	1.199
1.785	1.461	1.013	0.004	1.316	2.045	2.265	2.691	1.097	1.571	0.851
1.367	1.438	0.957	0.004	0.840	1.398	1.890	2.679	1.593	2.037	1.418
1.809	1.179	0.543	0.340	0.292	1.453	1.957	3.270	1.375	1.598	1.371
1.531	1.167	0.394	0.422	1.207	1.644	1.933	3.047	0.270	1.290	1.410
1.859	1.707	0.465	0.453	1.137	1.500	1.797	2.676	1.217	1.477	0.679
1.805	1.336	0.890	0.199	1.332	1.161	1.449	2.582	1.149	1.520	1.292
1.883	1.270	0.809	0.167	1.328	1.676	2.076	3.379	0.422	1.243	1.797
2.281	1.832	0.000	0.137	0.286	1.636	1.801	2.742	1.004	1.539	1.079
1.477	1.204	1.013	0.879	0.348	1.453	1.734	2.898	0.914	1.217	0.992
1.789	1.364	0.164	0.053	0.017	1.072	1.489	2.738	1.274	1.559	1.137
1.375	1.352	0.789	0.387	1.137	0.742	1.582	2.742	1.574	1.938	1.769
1.957	1.562	0.676	0.004	1.292	1.367	1.477	2.433	1.430	1.610	1.212
1.438	1.430	0.914	0.418	0.930	1.276	1.571	2.391	1.566	1.832	1.543
1.774	1.516	0.856	0.859	1.332	0.980	1.468	2.391	1.754	2.033	1.812
0.000	0.875	1.250	0.676	1.093	0.824	1.512	2.742	0.707	1.508	1.758
1.207	1.253	0.262	0.004	1.013	1.727	1.976	2.734	1.246	1.625	1.207
1.746	1.500	0.906	0.430	1.217	0.969	1.449	3.004	1.037	1.493	1.137
1.539	1.188	0.093	0.617	1.217	1.258	1.489	2.382	1.097	1.328	1.100
1.758	1.524	0.688	0.004	1.021	1.017	1.672	3.148	1.656	1.707	1.336
1.762	1.360	0.660	0.204	1.516	0.789	1.149	2.407	0.914	1.625	2.422
1.832	1.562	1.161	0.711	1.013	1.660	1.906	2.953	1.265	1.535	1.348
1.894	1.629	0.918	0.176	1.305	1.695	1.988	2.894	1.137	1.281	0.957
1.496	1.223	1.009	0.707	1.310	1.352	1.684	2.918	0.793	1.382	1.976
0.875	1.348	0.903	0.613	1.137	1.188	1.336	2.324	1.605	1.883	1.433
1.585	1.378	0.137	0.344	0.632	1.528	1.785	2.863	1.000	1.253	0.809
1.890	1.875	0.926	0.057	1.484	1.398	1.746	2.500	1.632	1.785	1.149
1.664	1.593	0.805	0.057	1.155	0.480	1.290	2.918	0.480	1.217	1.922
1.914	1.430	0.520	0.910	1.371	0.910	1.375	2.785	1.310	1.528	1.344
1.930	1.382	0.769	0.360	1.274	1.061	1.352	2.640	0.738	1.632	1.957
1.906	1.660	0.364	0.539	1.292	1.465	1.446	2.524	1.041	1.387	1.258
1.918	1.410	0.863	0.270	1.029	0.961	1.367	2.543	1.316	1.652	1.375
1.781	1.550	0.840	0.143	1.137	1.305	1.832	3.180	1.571	1.605	1.049
2.111	1.793	0.910	0.004	1.382	2.079	2.336	2.832	1.196	1.598	1.114
1.820	1.449	1.061	0.582	0.922	0.449	1.061	2.504	1.340	1.605	1.344
1.723	1.433	0.520	0.590	0.422	1.340	1.648	2.629	1.086	1.528	0.617
1.574	1.430	1.188	0.000	0.212	1.121	1.742	3.141	1.418	1.679	1.500
1.762	1.535	0.688	0.290	1.164	1.225	1.516	2.461	1.121	1.378	1.344
2.111	1.711	0.316	0.644	0.965	1.407	1.524	2.356	0.250	1.598	0.930
1.480	1.312	0.496	0.942	0.555	1.090	1.438	2.543	1.348	1.636	0.699
1.859	1.320	0.555	0.004	1.391	1.894	2.140	3.172	1.508	1.656	1.179
1.769	1.543	0.543	2.566	1.598	1.250	1.446	2.520	1.367	1.715	1.992
1.856	1.441	0.691	0.598	0.922	1.328	1.535	2.438	1.477	1.801	1.124
1.738	1.297	0.504	0.000	1.375	1.212	2.246	2.053	1.072	1.727	1.894
1.398	1.398	1.185	0.360	1.508	1.320	1.621	2.356	0.723	1.301	1.918
1.336	1.072	0.453	0.360	0.996	1.332	1.574	2.427	1.500	1.805	1.832
1.774	1.493	0.820	0.000	0.185	1.215	1.375	2.579	0.199	0.910	0.407
1.617	1.387	0.382	0.000	1.104	1.828	2.130	2.797	1.262	1.465	1.114
1.679	1.413	0.856	0.000	1.217	1.364	1.610	2.579	0.535	1.477	0.610
1.324	1.274	0.602	0.585	0.493	1.746	1.933	2.636	1.703	2.037	1.723
1.656	1.297	1.215	0.679	0.922	0.809	1.243	2.785	1.100	1.394	1.037
1.824	1.477	0.188	0.903	1.403	1.489	1.703	2.461	1.049	1.265	0.613
1.585	1.360	0.856	0.664	1.360	2.013	2.360	2.774	1.468	1.812	0.695
2.086	1.528	0.111	0.688	1.041	0.593	1.316	2.430	1.281	1.585	1.149
1.574	1.378	0.851	0.644	0.754	1.013	1.292	2.465	1.465	1.625	1.274
1.910	1.391	0.000	0.734	1.049	0.812	1.270	2.668	1.310	1.625	1.398
1.489	1.312	0.906	0.167	1.461	1.473	1.676	2.816	1.100	1.496	0.886
1.477	1.292	0.441	0.375	0.000	1.316	1.562	2.922	1.367	1.632	1.387
1.310	1.660	0.461	0.117	0.820	1.312	1.605	2.398	1.029	1.668	1.976
1.045	1.621	0.629	0.890	0.965	1.281	1.441	2.320	0.281	1.933	0.500
2.246	1.973	0.848	0.593	1.137	1.456	1.613	2.398	1.076	1.371	1.196
1.731	1.364	0.021	0.143	1.468	0.629	1.387	2.652	1.021	1.446	0.719
1.648	1.375	0.832	0.531	1.097	1.504	1.758	2.344	1.664	1.816	1.590
1.785	1.727	0.942	0.004	1.281	0.769	1.574	3.125	1.305	1.566	0.996
1.820	1.290	0.243	0.000	1.230	0.493	0.727	2.274	1.276	1.590	1.111
1.777	1.504	0.000	0.004	1.320	1.391	1.617	2.378	1.230	1.456	1.134
1.703	1.473	0.707	0.504	1.045	1.410	1.781	2.629	0.352	0.707	1.898
1.844	1.348	1.152	0.422	1.212	1.571	2.009	3.437	1.410	1.762	1.574
2.025	1.480	0.004	0.711	1.025	1.173	1.489	2.660	0.598	1.531	2.057
0.785	1.555	1.068	0.453	0.664	2.176	2.360	2.894	1.223	1.516	1.945
0.988	1.243	0.621	0.750	0.668	1.348	1.562	2.508	1.364	1.793	1.898
1.679	1.535	1.057	0.844	1.410	1.695	1.992	2.731	1.352	1.504	0.918
2.013	1.844	1.520	0.890	1.632	1.204	1.648	3.047	1.403	1.640	1.104
1.871	1.585	0.493	0.004	1.093	1.188	1.531	2.731	1.480	1.809	1.367
1.859	1.276	0.774	0.754	0.387	0.969	1.375	2.746	1.664	1.890	1.516
1.076	1.695	0.922	0.489	0.914	1.465	2.305	2.281	1.143	1.574	1.017
1.504	1.111	0.297	0.004	0.574	1.676	2.013	3.285	1.703	2.037	1.742
1.684	1.281	0.489	0.292	0.910	1.140	1.652	3.055	1.344	1.621	0.840
1.875	1.433	0.391	0.004	1.238	1.590	1.965	2.886	1.340	1.550	1.340
1.871	1.422	0.886	0.863	0.199	1.025	1.410	2.602	0.926	1.265	0.820
1.766	1.446	0.926	0.004	0.668	1.360	1.738	2.539	1.173	1.391	0.797
1.691	1.364	0.262	0.230	1.176	1.672	2.017	3.316	1.593	1.863	1.585
1.898	1.371	0.719	0.668	1.185	1.199	1.512	2.579	1.398	1.762	1.465
2.017	1.812	1.076	0.000	1.371	1.738	2.049	2.848	1.246	1.566	1.090
1.632	1.593	1.037	0.520	1.090	1.559	1.883	2.688	1.137	1.496	1.045
1.942	1.593	0.004	0.610	0.707	1.793	2.045	2.562	1.114	1.516	1.305
1.731	1.276	0.699	0.188	1.236	1.348	1.590	2.276	1.453	1.894	1.301
1.688	1.477	0.969	0.223	0.352	1.305	1.566	2.640	0.610	1.828	0.410
1.605	1.360	0.539	0.797	1.149	1.468	2.320	3.191	1.446	1.731	1.378
1.914	1.625	0.602	0.727	0.957	0.903	1.265	2.585	1.167	1.114	0.856
1.555	1.167	0.973	1.072	1.660	1.352	1.562	2.344	0.418	1.378	1.836
1.585	1.305	1.215	0.926	1.348	1.441	1.695	2.398	1.312	1.691	1.238
1.731	1.438	0.484	0.225	1.394	1.367	1.652	2.555	1.422	1.781	1.625
1.750	1.297	0.996	0.688	0.828	1.427	1.613	2.344	1.453	1.602	0.988
1.715	1.097	0.632	0.072	0.894	1.143	1.453	2.453	1.344	1.746	1.188
1.758	1.375	0.980	0.262	0.976	1.246	1.695	2.856	1.344	1.605	1.083
2.041	1.816	0.922	0.004	1.310	1.258	1.520	2.598	1.555	1.820	1.286
1.785	1.613	0.598	0.593	1.297	1.441	1.648	2.550	1.461	1.840	1.543
1.848	1.391	0.000	0.656	1.632	1.898	2.190	3.348	0.598	1.079	1.524
1.797	1.364	0.524	0.520	1.155	1.161	1.441	2.550	1.250	1.480	0.531
2.053	1.863	0.000	0.117	1.061	0.942	1.493	2.688	1.602	1.903	1.640
1.961	1.398	0.636	0.164	1.262	0.871	1.238	2.636	0.805	1.539	2.243
3.387	3.566	1.215	1.602	1.049	0.000	1.621	2.021	0.805	1.375	1.890
2.057	2.204	1.072	1.508	1.134	0.582	1.582	2.076	0.859	1.652	1.199
2.746	2.976	0.886	1.270	1.562	0.715	1.812	2.140	0.312	1.301	1.093
2.805	2.961	1.076	1.774	1.276	0.391	1.644	2.029	0.086	1.253	0.867
2.500	2.664	0.691	1.867	1.391	0.672	1.484	3.305	1.413	1.695	1.199
2.258	2.446	0.664	2.449	1.707	0.719	1.707	2.332	0.236	1.449	1.114
2.328	2.516	1.430	2.204	1.777	0.049	1.836	1.980	0.871	1.438	0.766
2.143	2.276	0.398	2.660	1.508	0.204	2.021	2.605	0.230	1.508	0.996
2.238	2.438	0.933	1.699	1.489	0.097	1.364	1.684	1.382	1.883	1.348
2.508	2.699	1.190	1.371	0.957	0.262	1.582	1.566	0.000	1.375	0.985
3.301	3.437	1.079	1.292	1.265	0.000	1.785	1.945	0.930	1.427	2.155
2.590	2.769	1.045	1.914	1.134	1.468	2.076	3.613	0.000	1.500	0.894
2.086	2.258	1.290	0.985	0.316	0.188	1.660	1.985	0.785	1.375	0.613
2.707	2.859	1.029	1.742	1.281	0.574	1.918	2.137	0.000	1.520	1.076
2.356	2.524	1.336	1.550	1.149	0.593	2.079	2.430	0.957	1.742	1.230
1.996	2.049	1.061	1.848	1.391	0.531	1.969	2.539	0.965	1.590	2.433
2.243	2.364	1.049	2.041	1.629	1.090	2.149	3.582	0.000	1.535	0.579
3.168	3.328	1.041	0.738	1.301	0.000	1.367	1.894	0.000	1.033	0.793
2.310	2.550	1.305	1.512	1.367	0.121	1.367	2.013	1.173	1.679	1.348
3.066	3.227	1.100	1.217	0.480	0.496	1.926	2.543	0.000	1.468	1.190
2.207	2.430	1.155	1.340	1.253	1.496	2.305	3.637	0.672	1.473	1.100
2.438	2.613	1.152	2.371	1.875	0.336	1.805	2.100	1.225	1.719	1.312
2.394	2.590	1.009	1.918	1.524	1.076	1.844	3.262	0.061	1.660	1.179
2.571	2.769	1.217	2.579	1.809	0.382	2.041	2.520	0.258	1.328	1.185
3.020	3.195	1.130	1.265	0.766	0.000	1.508	1.980	1.176	1.727	1.356
2.456	2.574	1.250	1.524	1.004	0.886	1.774	2.550	1.076	1.652	1.143
2.196	2.438	0.270	1.270	1.375	0.000	2.230	2.579	0.000	1.100	0.957
2.664	2.859	1.090	1.179	1.100	1.079	1.574	2.867	1.025	1.676	1.090
2.449	2.617	1.352	1.493	1.336	0.801	1.886	2.433	0.610	1.446	0.223
2.793	3.027	1.215	1.559	1.316	0.812	1.774	3.277	1.320	1.769	1.461
2.430	2.629	1.243	1.378	0.356	0.149	1.041	1.033	0.375	1.579	0.746
2.484	2.648	1.013	1.301	0.933	0.000	1.286	2.025	0.000	1.427	0.762
2.025	2.152	1.041	1.781	1.290	0.037	2.124	2.559	0.590	1.579	0.774
1.695	1.695	1.140	1.805	1.290	1.446	2.000	3.168	0.215	1.547	0.985
1.980	2.134	1.117	1.403	1.057	0.456	1.625	2.348	1.456	2.111	1.875
2.555	2.672	0.969	2.225	1.493	0.000	1.134	1.942	0.000	1.274	0.906
2.258	2.433	1.413	2.130	1.684	0.840	2.083	2.585	1.644	2.045	1.703
2.292	2.508	1.057	1.480	1.489	0.593	2.061	2.688	0.738	1.774	0.910
1.774	1.859	1.025	1.336	0.703	1.579	2.199	3.484	0.543	1.571	0.985
2.057	2.161	0.890	2.117	1.477	0.000	1.512	2.029	1.076	1.528	1.238
2.179	2.375	1.149	1.438	1.238	0.378	1.625	2.310	0.000	1.562	1.262
2.636	2.824	0.851	1.025	1.516	0.301	1.922	2.524	0.644	1.149	0.879
2.910	3.082	1.152	1.859	1.441	0.524	1.879	2.367	0.391	1.061	0.727
2.238	2.387	1.344	1.276	1.246	0.000	1.684	1.992	0.461	1.270	1.114
2.438	2.636	0.910	2.164	1.500	0.324	1.809	2.508	0.427	2.029	2.543
2.086	2.364	0.890	2.149	0.828	0.000	1.636	2.053	1.086	1.477	1.480
3.063	3.230	0.746	2.190	1.143	0.625	1.723	3.219	0.375	1.204	0.734
2.188	2.217	0.985	2.262	1.559	0.531	2.045	2.500	1.691	1.957	1.625
2.378	2.543	1.000	1.230	1.489	0.413	1.516	2.009	0.068	1.079	0.134
2.550	2.656	1.013	1.297	1.185	0.328	2.190	2.504	0.217	1.336	0.562
2.707	2.903	1.173	1.140	0.976	1.427	2.124	3.625	1.068	1.738	1.461
3.082	3.238	1.097	1.253	1.190	1.508	2.265	3.684	0.407	1.524	1.061
2.828	3.023	1.297	1.348	0.945	0.093	1.422	1.528	0.149	1.610	0.000
1.797	1.840	1.167	1.456	1.375	0.086	1.824	1.863	0.679	1.547	1.057
2.093	2.246	1.176	1.413	1.500	0.000	1.493	2.093	0.427	1.473	1.100
2.886	3.035	1.140	1.281	0.918	1.438	2.161	3.801	0.520	1.574	2.215
2.000	2.100	1.265	1.512	0.894	1.033	2.045	2.276	0.812	1.660	1.041
2.605	2.785	0.801	2.025	1.097	1.207	2.270	3.039	0.480	1.480	1.199
2.410	2.613	0.844	1.332	1.684	0.000	1.585	1.738	1.305	1.719	1.433
3.109	3.262	1.000	1.707	1.625	0.559	1.777	2.262	1.528	1.985	1.684
2.149	2.360	0.754	1.130	1.605	0.013	2.367	2.644	0.000	1.292	0.906
1.746	2.049	1.164	1.310	0.890	0.274	1.223	1.037	0.571	1.025	0.598
2.243	2.336	0.961	1.867	1.449	0.176	1.504	1.797	0.621	1.676	1.290
3.090	3.230	1.111	2.152	1.640	0.453	1.528	1.898	1.013	1.585	1.410
2.391	2.547	1.025	1.230	1.265	0.000	1.438	1.688	1.049	1.668	2.167
1.104	1.253	1.117	1.750	1.149	0.057	1.516	1.660	0.500	1.520	1.061
2.496	2.648	1.196	1.212	0.004	0.072	1.468	1.566	0.000	1.121	0.781
1.828	2.025	1.161	1.360	1.188	1.312	1.856	2.945	0.715	1.215	0.867
2.695	2.886	1.100	1.155	0.965	0.375	1.441	1.656	1.072	1.543	1.286
2.566	2.769	1.297	2.114	1.711	1.236	1.832	3.391	1.286	1.652	0.933
2.310	2.387	1.265	1.441	1.413	0.000	1.625	1.914	0.777	0.750	0.574
2.137	2.262	0.903	0.605	1.004	0.093	1.086	1.930	0.489	1.328	1.883
2.484	2.742	0.602	2.262	1.391	0.418	1.449	2.190	0.199	1.679	1.068
2.316	2.520	0.041	1.068	0.797	0.953	1.652	2.453	0.648	1.613	0.953
2.332	2.528	1.644	2.037	1.942	0.590	1.407	3.250	0.000	1.068	0.000
2.524	2.652	1.076	1.942	1.332	0.679	1.914	3.254	1.531	1.918	1.754
2.079	2.332	1.204	1.356	0.679	0.446	1.820	2.446	0.949	1.477	1.371
2.489	2.668	0.711	0.465	1.025	0.477	1.625	2.382	0.356	1.212	1.090
1.625	1.668	1.152	1.340	1.161	0.785	1.898	3.070	1.310	1.774	1.512
1.598	1.774	0.985	1.324	1.025	0.281	1.149	1.746	0.000	1.061	0.879
2.320	2.433	1.371	1.500	1.025	0.863	2.004	2.336	1.167	1.433	0.672
2.449	2.602	0.988	1.364	1.484	1.407	2.185	3.313	1.585	1.898	2.375
2.121	2.274	1.276	1.243	0.473	1.742	2.340	3.629	1.033	1.585	2.025
2.636	2.805	0.903	2.114	1.427	0.292	1.871	2.332	0.610	1.367	1.086
2.262	2.352	1.590	2.000	1.844	0.000	1.750	2.037	0.196	1.449	0.809
2.489	2.711	1.137	1.777	0.836	0.676	1.832	2.465	0.996	2.004	2.236
2.104	2.290	1.152	1.250	1.324	0.223	1.375	1.871	1.223	1.785	1.049
3.106	3.262	0.942	1.204	0.742	0.688	1.598	2.000	1.364	1.750	1.199
2.270	2.371	1.535	2.079	1.684	0.312	1.949	2.265	1.504	2.076	1.695
2.021	2.190	1.236	1.286	0.836	0.000	1.504	2.137	0.000	1.111	0.949
2.512	2.691	1.550	1.844	1.130	0.000	1.636	2.025	1.117	1.625	1.976
1.844	2.037	1.076	1.695	1.041	0.316	2.053	2.422	1.061	1.574	1.025
3.008	3.160	0.610	2.086	1.124	0.489	1.164	1.809	0.590	1.441	1.143
1.883	1.758	1.320	2.037	2.049	1.456	2.137	3.313	0.579	1.652	1.004
1.774	1.801	1.456	1.789	1.446	0.185	1.571	2.143	1.371	1.731	1.340
2.535	2.777	1.212	1.727	1.143	0.230	1.512	2.137	0.593	1.441	0.512
2.473	2.605	0.762	1.360	0.863	0.528	2.037	2.516	0.562	1.356	0.789
2.769	2.965	1.352	1.520	1.312	1.387	1.848	3.109	0.867	1.711	1.992
2.898	3.078	1.672	1.114	1.430	0.207	1.456	1.727	1.648	1.945	1.398
2.371	2.531	1.225	1.179	1.250	0.004	1.520	1.769	0.068	1.512	0.738
2.230	2.378	0.840	1.828	1.041	1.204	1.801	3.172	1.758	2.143	1.528
2.809	3.000	0.820	0.167	2.188	0.274	1.777	2.340	1.512	1.820	1.456
2.453	2.617	1.230	1.310	0.922	0.371	1.449	1.550	0.000	1.512	1.117
2.805	2.980	1.276	1.703	1.668	0.996	1.969	3.141	0.130	1.520	1.207
2.371	2.524	1.017	1.785	1.053	0.000	1.848	2.382	0.000	0.980	1.083
2.352	2.531	1.140	1.754	1.566	0.328	1.766	2.407	0.310	1.468	0.290
2.582	2.750	2.117	1.973	2.886	0.049	1.493	2.009	0.207	1.258	0.500
3.437	3.594	1.173	1.045	0.781	0.410	1.894	2.344	0.217	1.258	0.531
2.953	3.148	0.890	1.143	1.480	1.090	1.890	3.254	1.140	1.656	1.230
2.286	2.422	1.312	1.290	1.253	1.276	1.785	3.051	0.324	1.117	1.789
1.632	1.535	2.068	2.340	1.777	0.520	1.484	1.961	1.188	1.516	2.290
3.168	3.316	1.543	1.461	1.292	0.886	1.695	3.363	1.029	1.605	1.836
1.988	2.100	1.731	2.274	2.025	0.000	1.664	2.083	0.324	1.446	2.093
1.933	2.090	1.215	2.013	1.090	0.000	1.805	2.382	0.004	1.297	0.531
1.965	1.961	1.660	1.903	1.571	0.000	2.143	2.274	1.111	1.695	0.930
3.063	3.242	1.190	2.188	1.438	0.367	1.879	2.394	0.610	1.473	0.949
2.236	2.446	0.777	1.449	1.672	0.793	1.859	2.512	0.571	1.516	0.933
2.155	2.360	1.161	1.398	1.301	0.360	1.480	1.789	0.550	1.223	1.021
2.310	2.489	1.418	1.364	0.742	0.734	1.766	2.246	1.093	1.906	2.199
2.223	2.461	1.230	1.520	1.121	0.660	2.149	2.512	1.086	1.508	2.049
2.789	2.992	1.461	1.648	1.496	0.980	2.281	3.223	0.072	0.867	0.883
2.348	2.547	1.207	2.212	1.746	1.033	2.121	3.195	0.969	1.543	1.143
1.859	2.025	1.196	1.403	1.134	0.000	1.695	1.949	1.086	1.625	1.121
2.477	2.652	1.356	1.413	0.758	1.053	1.832	3.148	0.625	1.684	1.079
1.496	1.539	0.879	2.176	1.324	0.117	2.072	2.410	1.493	1.769	1.348
1.996	2.265	1.009	1.949	1.531	0.083	1.699	2.079	1.196	1.707	1.805
1.593	1.582	0.957	1.906	1.398	0.167	1.820	2.290	0.276	1.707	0.000
2.961	3.137	0.621	1.190	1.805	0.274	1.691	2.155	0.324	1.468	0.610
2.037	2.246	1.199	2.988	1.992	0.516	1.758	2.446	1.579	1.828	0.664
1.938	1.910	1.949	2.391	2.045	0.000	1.528	1.906	1.057	1.547	1.856
